reportDate,asin,campaignName,adGroupName,total_impressions,total_clicks,total_cost,attributedSales14d
2025-06-03,B0CG38FXMP,SD/Insole/Max Comfort/COMP/PT/VCPM/Sep23/1,COMP/PT,9842,20,881.35,1913.32
2025-06-03,B0DNZKF8RQ,SD/LapDesk Pillow/COMP/PT/Table/VCPM/Jan25/2,COMP/PT,102,0,2.6,0
2025-06-03,B0DNZG2W4T,SD/LapDesk Pillow/COMP/PT/VCPM/Jan25/1,COMP/PT,4323,4,359.91,0
2025-06-03,B0DZ71YSBX,SD/LumboSacralBelt/COMP/VCPM/Mar25/1,COMP/PT,0,0,0,0
2025-06-03,B0DYWJ6MMN,SD/LumboSacralBelt/COMP/VCPM/Mar25/1,COMP/PT,0,0,0,0
2025-06-03,B0DHS3HGCG,SD/Mattress Topper/COMP/VCPM/Sept24/1,COMP/PT,2575,5,121.3,0
2025-06-03,B0F4RM263R,SD/OrthoInsoles/Comp/PT/VCPM/May25/1,COMP/PT,0,0,0,0
2025-06-03,B0D31TT9X9,SD/Pillow/2 IN/COMP/PT/VCPM/May24/1,COMP/PT,0,0,0,0
2025-06-03,B0F7FBCJDR,SD/SiliconeGelInsole/COMP/PT/VCPM/May25/1,COMP/PT,8878,19,817.45,0
2025-06-03,B0BS74W4Y7,SD/Sleeping Pillow/COMP/PT/ARMOR/VCPM/Jan24/1,COMP/PT,0,0,0,0
2025-06-03,B0BS74W4Y7,SD/Sleeping Pillow/COMP/PT/VCPM/Dec23/1,COMP/PT,1608,6,187.93,0
2025-06-03,B0DMKDVGB5,SD/Travel Neck/COMP/VCPM/Dec24/1,COMP/PT,6459,12,1015.03,0
2025-06-03,B0DMKCT2C5,SD/Travel Neck/COMP/VCPM/Dec24/1,COMP/PT,1932,1,300.11,1438.98
2025-06-03,B09YRHLXR8,SD/Wedge Cushion/COMP/PT/VCPM/Oct23/1,COMP/PT,84,0,14.23,0
2025-06-03,B0D3XTXGT4,SD/Wedge Plus/COMP/PT/VCPM/May24/1,COMP/PT,6686,5,623.34,0
2025-06-03,B0D3XX9TJZ,SD/Wedge Plus/COMP/PT/VCPM/May24/1,COMP/PT,8027,10,907.4,0
2025-06-03,B0F5WQH2BY,SD/WristSupport/COMP/VCPM/May25/1,COMP/PT,846,0,34.26,0
2025-06-03,B0DJ3BPT37,SD/Car Wedge/Comp/PT/Feb25/1,Car Wedge,14429,19,1455.39,2795.76
2025-06-03,B0DVPNFC13,SD/MeshChair/Comp/VCPM/Feb25/1,Comp,0,0,0,0
2025-06-03,B0DVPR3S5W,SD/MeshChair/Comp/VCPM/Feb25/1,Comp,0,0,0,0
2025-06-03,B0CJ5CWXQ5,SD/Back/COMP/PT/Ultimate Pro/Feb25/1,Comp PT,0,0,0,0
2025-06-03,B0DSLLDPCR,SD/Butterfly Pillow/COMP/PT/Feb25/1,Comp PT,844,0,62.94,0
2025-06-03,B0F59RVZHV,SD/GelMaxInsole/CompPT/May25/1,Comp PT,1,0,0,0
2025-06-03,B0F5WZWYWG,SD/KneeCapSupport/Comp/PT/Jun25/1,Comp PT,9,0,0.55,0
2025-06-03,B0F5WZBR4Y,SD/KneeCapSupport/Comp/PT/Jun25/1,Comp PT,27,0,1.11,0
2025-06-03,B0DYWNNZZL,SD/LumboSacralBelt/CompPT/May25/1,Comp PT,0,0,0,0
2025-06-03,B0DYVZH18B,SD/LumboSacralBelt/CompPT/May25/1,Comp PT,0,0,0,0
2025-06-03,B0F4RKK894,SD/OrthoInsoles/Comp/PT/May25/1,Comp PT,0,0,0,0
2025-06-03,B0F2YY3JFZ,SD/OrthoMemoryFoamPillow/CompPT/May25/1,Comp PT,0,0,0,0
2025-06-03,B0F71539R7,SD/SlimSeat/Comp/PT/May25/1,Comp PT,64,1,1.13,0
2025-06-03,B0BH8FHRNH,SD/Socket/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-06-03,B0DNQ8RV95,SD/Sofa Backrest/Comp/PT/Feb25/1,Comp PT,3,0,0.11,0
2025-06-03,B0DVPRJC9Y,SD/WedgePlusColors/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-06-03,B0DVPGH2Y7,SD/WedgePlusColors/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-06-03,B0D1RH1FGP,SP/Tailbone Pillow/COMP/PT/Feb25/1,Comp PT,0,0,0,0
2025-06-03,B09RV5JVMM,SD/Insole/Dual Gel/Comp/PT/VCPM/Aug22/1,Comp/PT,3675,4,223.28,0
2025-06-03,B09RV5MGQ2,SD/Insole/Dual Gel/Comp/PT/VCPM/Aug22/1,Comp/PT,637,2,55.18,507.62
2025-06-03,B09YRHLXR8,SD/Wedge Cushion/COMP/Wakefit/VCPM/Apr23/1,Comp/Wakefit,95,0,5.59,0
2025-06-03,B0BGH4BDYQ,SD/Coccyx/Comp/PT/Fovera/CPC/Nov22/1,Fovera,0,0,0,0
2025-06-03,B0C58CSWR2,SD/Coccyx/Comp/PT/Fovera/CPC/Nov22/1,Fovera,0,0,0,0
2025-06-03,B09RV5JVMM,SD/Insole/UPS/HPMC/VCPM/Apr23/1,Insole X Heel Pad/Max Comfort,5349,8,584.8,0
2025-06-03,B09RV5MGQ2,SD/Insole/UPS/HPMC/VCPM/Apr23/1,Insole X Heel Pad/Max Comfort,2015,3,229.79,0
2025-06-03,B0CR3HPYD7,SD/Cervical Neck/PT/Grey to Blue/VCPM/Apr24/1,PT,0,0,0,0
2025-06-03,B0CQ52GSSN,SD/Cervical Neck/PT/Pack 4 to 4/VCPM/Apr24/1,PT,0,0,0,0
2025-06-03,B0DKYRL6YJ,SD/Active Socks/RM/AP/VCPM/Dec24/1,RM/AP,0,0,0,0
2025-06-03,B0DSLLDPCR,SD/Butterfly Pillow/RM/AP/VCPM/Jan25/1,RM/AP,0,0,0,0
2025-06-03,B0DSLMZ2P4,SD/Butterfly Pillow/RM/AP/VCPM/Jan25/1,RM/AP,0,0,0,0
2025-06-03,B0CZ939KBC,SD/Car Backrest Pillow/RM/AP/VCPM/Apr24/1,RM/AP,0,0,0,0
2025-06-03,B0D2H84KYS,SD/Car Backrest Pillow/RM/AP/VCPM/Apr24/1,RM/AP,34745,88,2400.18,0
2025-06-03,B0CPYSWJV5,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
2025-06-03,B0D62KWFPD,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
2025-06-03,B0D62KWFPD,SD/Car Neck Pillow/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-06-03,B0CR3HPYD7,SD/Cervical Neck/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-06-03,B0CR3PBD24,SD/Cervical Neck/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-06-03,B0CPZGCS4L,SD/Cervical Pillow/RM/AP/VCPM/Mar24/1,RM/AP,3714,7,96.52,0
2025-06-03,B0CBKGQB3R,SD/Coccyx/RM/AP/Ultimate Pro/VCPM/Oct23/1,RM/AP,55439,138,2167.81,1354.24
2025-06-03,B0BGH4BDYQ,SD/Coccyx/RM/AP/VCPM/Sep22/1,RM/AP,0,0,0,0
2025-06-03,B0CJ8VYBQP,SD/Combo/RM/AP/Ultimate Pro/VCPM/Oct23/1,RM/AP,49611,117,1502.09,2094.29
2025-06-03,B0BM3D1Z8K,SD/Commode Chair/RM/AP/Nov22/1,RM/AP,828,3,42.3,0
2025-06-03,B0CYV68HV1,SD/Cozy Pillow/RM/AP/VCPM/Jul24/1,RM/AP,1842,9,29.84,0
2025-06-03,B0CYWKQGJW,SD/Cozy Pillow/RM/AP/VCPM/Jul24/1,RM/AP,8834,21,158.42,0
2025-06-03,B0C96XN5D8,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,1040,1,13.84,0
2025-06-03,B0C96VW2LP,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,1656,5,26.74,0
2025-06-03,B0C96X89BB,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,2840,10,50.83,0
2025-06-03,B09RV5MGQ2,SD/Insole/Dual Gel/RM/AP/VCPM/June22/1,RM/AP,26432,59,706.63,507.63
2025-06-03,B09RV5JVMM,SD/Insole/Dual Gel/RM/AP/VCPM/June22/1,RM/AP,20136,53,448.33,0
2025-06-03,B0CG38FXMP,SD/Insole/Max Comfort/RM/AP/VCPM/Oct23/1,RM/AP,6673,12,132.2,0
2025-06-03,B0DNZKF8RQ,SD/LapDesk Pillow/RM/AP/VCPM/Jan25/1,RM/AP,17670,62,194.14,0
2025-06-03,B0DZ71YSBX,SD/LumboSacralBelt/RM/AP/VCPM/Mar25/1,RM/AP,0,0,0,0
2025-06-03,B0DYWJ6MMN,SD/LumboSacralBelt/RM/AP/VCPM/Mar25/1,RM/AP,0,0,0,0
2025-06-03,B0DHS4SVS5,SD/Mattress Topper/RM/AP/VCPM/Nov24/1,RM/AP,40543,93,1898.78,0
2025-06-03,B0D6Z15DB8,SD/Rigid Arch Support/RM/AP/VCPM/JuL24/1,RM/AP,22331,57,810.68,0
2025-06-03,B0BS74W4Y7,SD/Sleeping Pillow/RM/AP/VCPM/Jun23/1,RM/AP,18896,39,597.94,0
2025-06-03,B0BH8FHRNH,SD/Socket/RM/AP/CPC/Nov22/1,RM/AP,0,0,0,0
2025-06-03,B0DMKCT2C5,SD/Travel Neck/RM/AP/VCPM/Dec24/1,RM/AP,93292,309,5135.69,2877.96
2025-06-03,B0DMKDVGB5,SD/Travel Neck/RM/AP/VCPM/Dec24/1,RM/AP,97053,396,2179.57,2878.81
2025-06-03,B0D3XX9TJZ,SD/Wedge Plus/RM/AP/VCPM/May24/1,RM/AP,22757,46,350.29,1694.07
2025-06-03,B07T896SSW,SD/Wheel Chairs/MAC/RM/AP/VCPM/Oct23/1,RM/AP,1665,5,156.82,0
2025-06-03,B07T8BDBHT,SD/Wheel Chairs/MAC/RM/AP/VCPM/Oct23/1,RM/AP,627,1,77.93,0
2025-06-03,B0F5WQH2BY,SD/WristSupport/RM/AP/VCPM/May25/1,RM/AP,0,0,0,0
2025-06-03,B0B647S4VZ,SD/Wedge Cushion/UPS/Lumbar/VCPM/Apr23/1,UP/VCPM,0,0,0,0
2025-06-03,B0BSXBJZWG,SD/Wedge Cushion/UPS/Lumbar/VCPM/Apr23/1,UP/VCPM,0,0,0,0
2025-06-03,B09K4J6TYF,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-06-03,B09K5CV5XY,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-06-03,B09K5CBBHN,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-06-03,B0BXKT3K3L,SDV/Heel Pad/COMP/LP/VCPM/Apr23/1,Video AD,9,0,0.31,0
2025-06-03,B0BXKX5ZQC,SDV/Heel Pad/COMP/LP/VCPM/Apr23/1,Video AD,2,0,0.78,0
2025-06-03,B0CJ5CWXQ5,SD/Back/RM/AP/Ultimate Pro/Feb25/1,Views Remarketing,12604,30,1362.17,0
2025-06-03,B0DQV7SPVZ,SD/Barefoot/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ386V6,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,3552,8,180.21,0
2025-06-03,B0DZJ3R41F,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ1GXR6,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ6TF3P,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ2L93B,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ2ZJ7X,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ5DKJW,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ4ZTNZ,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DZJ41MZ8,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DJM9STYQ,SD/Car Combo/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DJ3BPT37,SD/Car Wedge/RM/AP/VCPM/Feb25/1,Views Remarketing,47932,115,1735.99,2708.48
2025-06-03,B0DXFQL46P,SD/CarCombo/RM/AP/May25/1,Views Remarketing,49061,108,5688.87,8387.28
2025-06-03,B0DXFR5H8N,SD/CarCombo/RM/AP/May25/1,Views Remarketing,16680,50,1924.52,0
2025-06-03,B0DWFXWJXJ,SD/CuddlePillow/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DWFY2QVZ,SD/CuddlePillow/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DJKR4763,SD/Dual Pro/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F1431TW7,SD/FoldableElectricWheelchair/RM/AP/March25/1,Views Remarketing,736,1,26.75,0
2025-06-03,B0F5X2YQFQ,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,1184,1,189.5,0
2025-06-03,B0F5WY2KWT,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,901,3,178.08,1712.38
2025-06-03,B0F5X2XYF8,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,292,0,26.06,0
2025-06-03,B0F5WZWYWG,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,2818,8,429.23,0
2025-06-03,B0F5WZ52QT,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,808,2,112.39,0
2025-06-03,B0F5WZBR4Y,SD/KneeCapSupport/RM/AP/VCPM/Jun25/1,Views Remarketing,2290,2,332.59,0
2025-06-03,B0C3XC6JG5,SD/Lumbar/New/RM/VCPM/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0C3XCQYM2,SD/Lumbar/New/RM/VCPM/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DVPR3S5W,SD/MeshChair/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DVPNFC13,SD/MeshChair/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F4RKK894,SD/OrthoInsoles/RM/AP/VCPM/Apr25/1,Views Remarketing,59850,114,2847.64,0
2025-06-03,B0F4RM263R,SD/OrthoInsoles/RM/AP/VCPM/Apr25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F2YY3JFZ,SD/OrthoMemoryFoamPillow/RM/AP/May25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F7FCDB31,SD/SiliconeGelInsole/RM/AP/VCPM/May25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F7FBCJDR,SD/SiliconeGelInsole/RM/AP/VCPM/May25/1,Views Remarketing,0,0,0,0
2025-06-03,B0F7FBJ633,SD/SiliconeGelInsole/RM/AP/VCPM/May25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DNQ8RV95,SD/Sofa Backrest/RM/VCPM/Feb25/1,Views Remarketing,6727,17,443,0
2025-06-03,B0D1RH1FGP,SD/Tailbone Pillow/RM/AP/Feb25/2,Views Remarketing,0,0,0,0
2025-06-03,B0DW8NKRRM,SD/Travel Wheelchair/RM/AP/Feb25/1,Views Remarketing,2964,8,158.61,0
2025-06-03,B0DYVDTG72,SD/WedgeLapDeskCombo/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DYP9SZR8,SD/WedgeLapDeskCombo/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DYPBWKXN,SD/WedgeLapDeskCombo/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DVPRCHK1,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,6248,8,243.07,0
2025-06-03,B0DVPJ6HB2,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,40756,162,1173.2,1903.8
2025-06-03,B0DVPLZ6ZG,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,262560,1340,5861.44,2094.29
2025-06-03,B0DVPFRR1Q,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,25389,90,669.39,0
2025-06-03,B0DVPRJC9Y,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,17668,47,746.05,0
2025-06-03,B0DVPGH2Y7,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,6192,25,212.68,0
2025-06-03,B0DVPL3QVH,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX7495Z8,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX73LGV4,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX715SB4,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX73X1M3,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX71RFXM,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0DX71ZHZV,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-03,B0CG35T6BH,SD/Insole/Max Comfort/COMP/PT/Boldfit/VCPM/Sep23/1,boldfit,0,0,0,0
2025-06-03,B0CG38FXMP,SD/Insole/Max Comfort/COMP/PT/Boldfit/VCPM/Sep23/1,boldfit,38,0,1.14,0
2025-06-03,B0DHS3HGCG,SD/Mattress Topper/Brand/PT/VCPM/Feb25/1,brand -PT,0,0,0,0
2025-06-03,B0F7FBCJDR,SD/SiliconeGelInsole/Brand/PT/VCPM/May25/1,brand -PT,0,0,0,0
2025-06-03,B0F7FBJ633,SD/SiliconeGelInsole/Brand/PT/VCPM/May25/1,brand -PT,0,0,0,0
2025-06-03,B0F7FCDB31,SD/SiliconeGelInsole/Brand/PT/VCPM/May25/1,brand -PT,0,0,0,0
2025-06-03,B0DKYRL6YJ,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,0,0,0,0
2025-06-03,B0DKYRK7QT,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,0,0,0,0
2025-06-03,B0DC73962Q,SD/Arch Sport/RCB/Brand/PT/Aug23/1,brand pt,45,0,4.39,0
2025-06-03,B0CBKGQB3R,SD/Coccyx/Brand/PT/VCPM/Ultimate Pro/Apr24/1,brand pt,0,0,0,0
2025-06-03,B0CYV68HV1,SD/Cozy Pillow/Brand/PT/VCPM/Apr24/1,brand pt,3585,13,841.85,0
2025-06-03,B0CYWKQGJW,SD/Cozy Pillow/Brand/PT/VCPM/Apr24/1,brand pt,6055,12,1327.54,0
2025-06-03,B0DNZKF8RQ,SD/LapDesk Pillow/Brand/PT/VCPM/Jan25/1,brand pt,49,0,6.76,0
2025-06-03,B0DNZG2W4T,SD/LapDesk Pillow/Brand/PT/VCPM/Jan25/1,brand pt,0,0,0,0
2025-06-03,B0D1RH1FGP,SD/Tailbone Pillow/Brand/PT/VCPM/Apr24/1,brand pt,12156,34,3645.9,0
2025-06-03,B0DMKG9SMZ,SD/Travel Neck/Brand/PT/VCPM/Dec24/1,brand pt,1276,3,138.66,0
2025-06-03,B0DMKDVGB5,SD/Travel Neck/Brand/PT/VCPM/Dec24/1,brand pt,4366,7,518.23,0
2025-06-03,B09YRHLXR8,SD/Wedge Cushion/Brand/PT/VCPM/Feb25/1,brand pt,308,0,84.43,0
2025-06-03,B0B647S4VZ,SD/Wedge Cushion/Brand/PT/VCPM/Feb25/1,brand pt,1009,0,172.4,0
2025-06-03,B0D3XX9TJZ,SD/Wedge Plus/Brand/PT/VCPM/May24/1,brand pt,277,0,59.56,0
2025-06-03,B0D3XTXGT4,SD/Wedge Plus/Brand/PT/VCPM/May24/1,brand pt,143,0,31.62,0
2025-06-03,B0DMKCT2C5,SDV/Travel Neck/Brand/PT/VCPM/Jan25/1,brand pt,14,0,0,0
2025-06-03,B0DMKG9SMZ,SDV/Travel Neck/Brand/PT/VCPM/Jan25/1,brand pt,15,0,0,0
2025-06-03,B0CPYSWJV5,SD/Car Neck Pillow/Brand/PT/VCPM/Dec23/1,brandxbrand,1454,2,259.02,0
2025-06-03,B0BGH4BDYQ,SD/Coccyx/Brand/PT/VCPM/May23/1,brandxbrand,0,0,0,0
2025-06-03,B0BM3D1Z8K,SD/Commode Chair/Brand/PT/May23/1,brandxbrand,0,0,0,0
2025-06-03,B0C53GWWJ8,SD/Cushion Combo/Brand/PT/VCPM/May23/1,brandxbrand,20,0,2.19,0
2025-06-03,B0BXKX5ZQC,SD/Heel Pad/Brand/PT/VCPM/May23/1,brandxbrand,12,0,0.25,0
2025-06-03,B0BXKT3K3L,SD/Heel Pad/Brand/PT/VCPM/May23/1,brandxbrand,536,2,34.79,0
2025-06-03,B0BS74W4Y7,SD/Sleeping Pillow/Brand/PT/VCPM/Jun23/1,brandxbrand,0,0,0,0
2025-06-03,B0CYV68HV1,SD/Cozy Pillow/COMP/PT/VCPM/Jul24/1,comp,427,1,66.31,0
2025-06-03,B0CYWKQGJW,SD/Cozy Pillow/COMP/PT/VCPM/Jul24/1,comp,622,1,90.7,0
2025-06-03,B09RX3BFGM,SD/Insole/Dual Gel/RM/AP/2/VCPM/Aug23/1,pack of 2,1530,6,41.38,0
2025-06-03,B09RV5Y43H,SD/Insole/Dual Gel/RM/AP/2/VCPM/Aug23/1,pack of 2,5673,17,150.05,507.63
2025-06-03,B09RX3BFGM,SD/Insole/UPS/Heel Pads/2/VCPM/Apr23/1,pack of 2,88,0,10.65,0
2025-06-03,B0B25DVQHP,SD/Wedge Cushion/RM/AP/2/VCPM/Apr23/1,pack of 2,0,0,0,0
2025-06-03,B0B6482GH7,SD/Wedge Cushion/RM/AP/2/VCPM/Apr23/1,pack of 2,0,0,0,0
2025-06-03,B0CJ5CWXQ5,SD/Back/Ups/VCPM/Ultimate Pro/Sep23/1,ups,181,1,38.74,0
2025-06-03,B0CBKGQB3R,SD/Coccyx/Ups/VCPM/Ultimate Pro/Sep23/1,ups,1089,5,416.63,1606.25
2025-06-03,B0CJ8VYBQP,SD/Combo/Ups/VCPM/Ultimate Pro/Sep23/1,ups,3,0,1.13,0
2025-06-03,B0C96X89BB,SD/Insole/Arch Support/UPS/VCPM/Jun23/1,ups,92,0,10.31,0
2025-06-03,B0C96VW2LP,SD/Insole/Arch Support/UPS/VCPM/Jun23/1,ups,269,0,22.17,0
2025-06-03,B0CG38FXMP,SD/Insole/Max Comfort/UPS/PT/VCPM/Aug23/1,ups,220,2,35.39,0
2025-06-03,B0CG35T6BH,SD/Insole/Max Comfort/UPS/PT/VCPM/Aug23/1,ups,0,0,0,0
2025-06-03,B0BSN9Z2TV,SD/Sleeping Pillow 2/Ups/VCPM/Nov23/1,ups,880,1,186.62,0
2025-06-03,B0BS74W4Y7,SD/Sleeping Pillow/UPS/PT/VCPM/Sep23/1,ups,42,0,8.44,0
2025-06-03,B0BH8FHRNH,SD/Socket/UPS/Coccyx/VCPM/Jun23/1,ups,0,0,0,0
2025-06-04,B0DKYRK7QT,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,0,0,0,0
2025-06-04,B0DKYRL6YJ,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,0,0,0,0
2025-06-04,B0DKYRL6YJ,SD/Active Socks/CAT/VCPM/Dec24/1,CAT,0,0,0,0
2025-06-04,B0DKYRL6YJ,SD/Active Socks/COMP/PT/VCPM/Dec24/1,COMP/PT,0,0,0,0
2025-06-04,B0DC73962Q,SD/Arch Sport/RCB/Brand/PT/Aug23/1,brand pt,44,0,5.01,0
2025-06-04,B0DC73962Q,SD/Arch Sport/RCB/CAT/VCPM/Aug23/1,CAT,0,0,0,0
2025-06-04,B0CJ5CWXQ5,SD/Back/Brand/PT/Ultimate Pro/Feb25/1,Brand PT,10,0,0.81,0
2025-06-04,B0CJ5CWXQ5,SD/Back/CAT/Ultimate Pro/Feb25/1,CAT,0,0,0,0
2025-06-04,B0CJ5CWXQ5,SD/Back/COMP/PT/Ultimate Pro/Feb25/1,Comp PT,3,0,0,0
2025-06-04,B0CJ5CWXQ5,SD/Back/COMP/PT/VCPM/Ultimate Pro/Sep23/1,COMP/PT,0,0,0,0
2025-06-04,B0DQV7SPVZ,SD/Barefoot/CAT/Feb25/1,CAT,0,0,0,0
2025-06-04,B0F2SZXZB8,SD/BarefootClassic/Brand/PT/April25/1,Brand - PT,68,0,1.31,0
2025-06-04,B0DZJ3R41F,SD/BarefootClassic/Brand/PT/April25/1,Brand - PT,42,0,0.44,0
2025-06-04,B0DZJ2L93B,SD/BarefootClassic/Brand/PT/April25/1,Brand - PT,66,0,1.3,0
2025-06-04,B0DZJ5DKJW,SD/BarefootClassic/Brand/PT/April25/1,Brand - PT,74,0,1.05,0
2025-06-04,B0DZJ5DKJW,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ1GXR6,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ2ZJ7X,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ4ZTNZ,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ6TF3P,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ2L93B,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ3R41F,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DZJ41MZ8,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-06-04,B0DSLLDPCR,SD/Butterfly Pillow/Brand/PT/VCPM/Jan25/1,Brand - PT,0,0,0,0
2025-06-04,B0DSLLGZFZ,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-06-04,B0DSLL5PWQ,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-06-04,B0DSLLDPCR,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-06-04,B0DSLMZ2P4,SD/Butterfly Pillow/RM/AP/VCPM/Jan25/1,RM/AP,0,0,0,0
2025-06-04,B0DSLLDPCR,SD/Butterfly Pillow/RM/AP/VCPM/Jan25/1,RM/AP,0,0,0,0
2025-06-04,B0CZ939KBC,SD/Car Backrest Pillow/RM/AP/VCPM/Apr24/1,RM/AP,0,0,0,0
2025-06-04,B0DJM9STYQ,SD/Car Combo/CAT/Feb25/1,CAT,0,0,0,0
2025-06-04,B0DJM9STYQ,SD/Car Combo/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-06-04,B0D62KWFPD,SD/Car Neck Pillow/COMP/PT/VCPM/Dec23/1,COMP/PT,0,0,0,0
2025-06-04,B0CPYSWJV5,SD/Car Neck Pillow/COMP/PT/VCPM/Dec23/1,COMP/PT,0,0,0,0
2025-06-04,B0CPYSWJV5,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
2025-06-04,B0D62KWFPD,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
