reportDate,asin,campaignName,adGroupName,total_impressions,total_clicks,total_cost,attributedSales14d
2025-04-01,B0DKYRK7QT,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,0,0,0,0
2025-04-01,B0DKYRL6YJ,SD/Active Socks/Brand/PT/VCPM/Dec24/1,brand pt,531,0,17.64,0
2025-04-01,B0DKYRL6YJ,SD/Active Socks/CAT/VCPM/Dec24/1,CAT,0,0,0,0
2025-04-01,B0DKYRL6YJ,SD/Active Socks/COMP/PT/VCPM/Dec24/1,COMP/PT,0,0,0,0
2025-04-01,B0DC73962Q,SD/Arch Sport/RCB/CAT/VCPM/Aug23/1,CAT,0,0,0,0
2025-04-01,B0DC73962Q,SD/Arch Sport/RCB/COMP/VCPM/Aug24/1,comp,0,0,0,0
2025-04-01,B0CJ5CWXQ5,SD/Back/Brand/PT/Ultimate Pro/Feb25/1,Brand PT,24,0,0.86,0
2025-04-01,B0CJ5CWXQ5,SD/Back/CAT/Ultimate Pro/Feb25/1,CAT,0,0,0,0
2025-04-01,B0CJ5CWXQ5,SD/Back/COMP/PT/Ultimate Pro/Feb25/1,Comp PT,1,0,0,0
2025-04-01,B0CJ5CWXQ5,SD/Back/Ups/VCPM/Ultimate Pro/Sep23/1,ups,2,0,0,0
2025-04-01,B0DQV7SPVZ,SD/Barefoot/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DZJ5DKJW,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,916,0,47.68,0
2025-04-01,B0DZJ41MZ8,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,592,0,27.94,0
2025-04-01,B0DSLLDPCR,SD/Butterfly Pillow/Brand/PT/VCPM/Jan25/1,Brand - PT,36,0,2.62,0
2025-04-01,B0DSLLGZFZ,SD/Butterfly Pillow/Brand/PT/VCPM/Jan25/1,Brand - PT,0,0,0,0
2025-04-01,B0DSLL5PWQ,SD/Butterfly Pillow/Brand/PT/VCPM/Jan25/1,Brand - PT,0,0,0,0
2025-04-01,B0DSLL5PWQ,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-04-01,B0DSLLGZFZ,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-04-01,B0DSLLDPCR,SD/Butterfly Pillow/COMP/PT/Feb25/1,Comp PT,122,0,9.35,0
2025-04-01,B0DJM9STYQ,SD/Car Combo/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DJM9STYQ,SD/Car Combo/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0D62KWFPD,SD/Car Neck Pillow/COMP/PT/VCPM/Dec23/1,COMP/PT,0,0,0,0
2025-04-01,B0D62KWFPD,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
2025-04-01,B0CPYSWJV5,SD/Car Neck Pillow/RM/AP/VCPM/Feb24/1,RM/AP,0,0,0,0
2025-04-01,B0D62KWFPD,SD/Car Neck Pillow/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-04-01,B0CR3HPYD7,SD/Cervical Neck/PT/Grey to Blue/VCPM/Apr24/1,PT,0,0,0,0
2025-04-01,B0CR3PBD24,SD/Cervical Neck/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-04-01,B0CR3HPYD7,SD/Cervical Neck/RM/AP/VCPM/Jan24/1,RM/AP,0,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/Brand/PT/VCPM/May23/1,brandxbrand,0,0,0,0
2025-04-01,B0CBKGQB3R,SD/Coccyx/Brand/PT/VCPM/Ultimate Pro/Apr24/1,brand pt,552,0,80.84,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/CAT/VCPM/Nov22/1,CAT,0,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/CAT/VCPM/Nov22/2,CAT/VCPM,0,0,0,0
2025-04-01,B0CBKGQB3R,SD/Coccyx/CAT/VCPM/Ultimate Pro/Jul23/1,CAT,351,0,9.7,0
2025-04-01,B0C58CSWR2,SD/Coccyx/COMP/PT/VCPM/Jan23/1,Ad group - 31/1/2023 16:31:30,0,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/COMP/PT/VCPM/Jan23/1,Ad group - 31/1/2023 16:31:30,0,0,0,0
2025-04-01,B0C58CSWR2,SD/Coccyx/Comp/PT/Fovera/CPC/Nov22/1,Fovera,13,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/Comp/PT/VCPM/ALLOTHERS/Apr23/1,COMP,0,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/RM/AP/VCPM/Sep22/1,RM/AP,0,0,0,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/RM/CAT/VCPM/Aug23/1,CAT,0,0,0,0
2025-04-01,B0CJ8VYBQP,SD/Combo/Ups/VCPM/Ultimate Pro/Sep23/1,ups,11,0,0.73,0
2025-04-01,B0BM3D1Z8K,SD/Commode Chair/Brand/PT/May23/1,brandxbrand,10,0,0.27,0
2025-04-01,B0CYWKQGJW,SD/Cozy Pillow/CAT/PT/VCPM/Jul24/1,CAT,0,0,0,0
2025-04-01,B0CYV68HV1,SD/Cozy Pillow/CAT/PT/VCPM/Jul24/1,CAT,33,0,0.26,0
2025-04-01,B0DWFXJ1DT,SD/CuddlePillow/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DWFVF3J5,SD/CuddlePillow/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DWFXWJXJ,SD/CuddlePillow/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DWFVF3J5,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFY2QVZ,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFXJ1DT,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFVG5M1,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFXWJXJ,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFXNWNP,SD/CuddlePillow/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DWFXWJXJ,SD/CuddlePillow/CAT/Feb25/2,CAT,0,0,0,0
2025-04-01,B0DWFY2QVZ,SD/CuddlePillow/CAT/Feb25/2,CAT,0,0,0,0
2025-04-01,B0DWFXWJXJ,SD/CuddlePillow/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0C53GWWJ8,SD/Cushion Combo/Brand/PT/VCPM/May23/1,brandxbrand,0,0,0,0
2025-04-01,B0C53GWWJ8,SD/Cushion Combo/COMP/PT/VCPM/May23/1,COMP/PT,0,0,0,0
2025-04-01,B0DZCZK7RW,SD/DeepSleepCovers/CAT/March25/1,CAT,0,0,0,0
2025-04-01,B0DZD51SHQ,SD/DeepSleepCovers/CAT/March25/1,CAT,0,0,0,0
2025-04-01,B0DZCZK7RW,SD/DeepSleepCovers/RM/AP/March25/1,Brand - PT,0,0,0,0
2025-04-01,B0DZD51SHQ,SD/DeepSleepCovers/RM/AP/March25/1,Brand - PT,0,0,0,0
2025-04-01,B0DJKR4763,SD/Dual Pro/Brand/PT/Feb251,Brand PT,1,0,0.02,0
2025-04-01,B0DR2R1RJQ,SD/Ergonomic Chair/Brand/PT/VCPM/Jan25/1,Brand - PT,0,0,0,0
2025-04-01,B0DR2R1RJQ,SD/Ergonomic Chair/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-04-01,B0BXKX5ZQC,SD/Heel Pad/Brand/PT/VCPM/May23/1,brandxbrand,110,0,7.56,0
2025-04-01,B0BXKT3K3L,SD/Heel Pad/Brand/PT/VCPM/May23/1,brandxbrand,88,0,4.71,0
2025-04-01,B0BXKX5ZQC,SD/Heel Pad/COMP/LP/VCPM/Apr23/1,COMP Low Price,522,0,25.55,0
2025-04-01,B0C96VW2LP,SD/Insole/Arch Support/CAT/VCPM/Jun23/1,CAT,0,0,0,0
2025-04-01,B0C96X89BB,SD/Insole/Arch Support/CAT/VCPM/Jun23/1,CAT,0,0,0,0
2025-04-01,B0C96XN5D8,SD/Insole/Arch Support/COMP/PT/LP/VCPM/Jun23/1,COMP/PT,634,0,37.78,0
2025-04-01,B0C96X89BB,SD/Insole/Arch Support/UPS/VCPM/Jun23/1,ups,618,0,45.88,0
2025-04-01,B0C96VW2LP,SD/Insole/Arch Support/UPS/VCPM/Jun23/1,ups,479,0,38.52,0
2025-04-01,B0B8JMGNKJ,SD/Insole/CAT/PT/RH4/VCPM/Aug22/1,CAT/PT,0,0,0,0
2025-04-01,B09RV5JVMM,SD/Insole/CAT/PT/RH4/VCPM/Aug22/1,CAT/PT,0,0,0,0
2025-04-01,B09RV5MGQ2,SD/Insole/CAT/PT/RH4/VCPM/Aug22/1,CAT/PT,0,0,0,0
2025-04-01,B0B8JNKFBM,SD/Insole/CAT/PT/RH4/VCPM/Aug22/1,CAT/PT,0,0,0,0
2025-04-01,B09RV5JVMM,SD/Insole/Dual Gel/Brand/PT/VCPM/June22/1,Brand/PT,9,0,3.68,0
2025-04-01,B09RV5MGQ2,SD/Insole/Dual Gel/Brand/PT/VCPM/June22/1,Brand/PT,19,0,2.82,0
2025-04-01,B09RV5JVMM,SD/Insole/Dual Gel/CAT/VCPM/Aug22/1,CAT,0,0,0,0
2025-04-01,B09RV5MGQ2,SD/Insole/Dual Gel/CAT/VCPM/Aug22/1,CAT,0,0,0,0
2025-04-01,B0CG38FXMP,SD/Insole/Max Comfort/CAT/PT/VCPM/Aug23/1,CAT,0,0,0,0
2025-04-01,B0CG38FXMP,SD/Insole/Max Comfort/COMP/PT/Boldfit/VCPM/Sep23/1,boldfit,26,0,1.79,0
2025-04-01,B0CG35T6BH,SD/Insole/Max Comfort/RM/AP/VCPM/Oct23/1,RM/AP,0,0,0,0
2025-04-01,B0CG38FXMP,SD/Insole/Max Comfort/UPS/PT/VCPM/Aug23/1,ups,46,0,5.14,0
2025-04-01,B09RX3BFGM,SD/Insole/UPS/Heel Pads/2/VCPM/Apr23/1,pack of 2,313,0,29.84,0
2025-04-01,B0DNZG2W4T,SD/LapDesk Pillow/Brand/PT/VCPM/Jan25/1,brand pt,0,0,0,0
2025-04-01,B0DNZKF8RQ,SD/LapDesk Pillow/Brand/PT/VCPM/Jan25/1,brand pt,10,0,4.07,0
2025-04-01,B0DNZKF8RQ,SD/LapDesk Pillow/COMP/PT/Table/VCPM/Jan25/2,COMP/PT,778,0,8.63,0
2025-04-01,B0C3XCQYM2,SD/Lumbar/Brand/PT/VCPM/May23/1,Brand tar,39,0,1.34,0
2025-04-01,B0C3XC6JG5,SD/Lumbar/New/CAT/PT/VCPM/May23/1,Ad group - 15/5/2023 17:06:08,0,0,0,0
2025-04-01,B0C3XC6JG5,SD/Lumbar/New/RM/VCPM/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0C3XCQYM2,SD/Lumbar/New/RM/VCPM/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DZ71YSBX,SD/LumboSacralBelt/CAT/VCPM/Mar25/1,CAT,0,0,0,0
2025-04-01,B0DZ71YSBX,SD/LumboSacralBelt/COMP/VCPM/Mar25/1,COMP/PT,0,0,0,0
2025-04-01,B0DZ71YSBX,SD/LumboSacralBelt/RM/AP/VCPM/Mar25/1,RM/AP,0,0,0,0
2025-04-01,B09M3Y1FLY,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09M3T63YZ,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R77QH6,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3RB2ZPD,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3RB2X37,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09LZ2SPDP,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R8C9WZ,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09LZ3WWFL,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09M3Z2HTC,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R8PVK9,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R72PX9,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R8KN2K,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3RBMXJT,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3RBMQVL,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B0B3R61RBQ,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09M3YK8QR,SD/Mask/Ultimate Pro/Brand/PT/Sep22/1,Brand/PT,0,0,0,0
2025-04-01,B09K4J6TYF,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-04-01,B09K5CBBHN,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-04-01,B09K5CV5XY,SD/Mask/Ultimate/UPS/Silver+/July22/1,Ultimate X Silver +,0,0,0,0
2025-04-01,B0DHS3HGCG,SD/Mattress Topper/Brand/PT/VCPM/Feb25/1,brand -PT,187,0,17.39,0
2025-04-01,B0DHS3HGCG,SD/Mattress Topper/Brand/PT/VCPM/Sept24/1,brand pt,0,0,0,0
2025-04-01,B0DHS3HGCG,SD/Mattress Topper/CAT/VCPM/Feb25/1,CAT,100,0,1.03,0
2025-04-01,B0DHS4SVS5,SD/Mattress Topper/CAT/VCPM/Nov24/1,CAT,0,0,0,0
2025-04-01,B0DHS3HGCG,SD/Mattress Topper/CAT/VCPM/Sept24/1,CAT,0,0,0,0
2025-04-01,B0DHS4SVS5,SD/Mattress Topper/CAT/VCPM/Sept24/1,CAT,0,0,0,0
2025-04-01,B0DHS4SVS5,SD/Mattress Topper/RM/AP/VCPM/Nov24/1,RM/AP,0,0,0,0
2025-04-01,B0DVPNFC13,SD/MeshChair/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DVPR3S5W,SD/MeshChair/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DVPNFC13,SD/MeshChair/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DVPNFC13,SD/MeshChair/CAT/VCPM/Mar25/1,CAT,0,0,0,0
2025-04-01,B0DVPNFC13,SD/MeshChair/Comp/VCPM/Feb25/1,Comp,0,0,0,0
2025-04-01,B0DVPR3S5W,SD/MeshChair/Comp/VCPM/Feb25/1,Comp,0,0,0,0
2025-04-01,B0DVPNFC13,SD/MeshChair/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0F26MDVFG,SD/MiniCarNeckPillow/CAT/March25/1,CAT,0,0,0,0
2025-04-01,B0F26NDYJQ,SD/MiniCarNeckPillow/CAT/March25/1,CAT,0,0,0,0
2025-04-01,B0F26N5V67,SD/MiniCarNeckPillow/CAT/March25/1,CAT,0,0,0,0
2025-04-01,B0BS74W4Y7,SD/Sleeping Pillow/Brand/PT/VCPM/Jun23/1,brandxbrand,884,0,98.21,0
2025-04-01,B0BS74W4Y7,SD/Sleeping Pillow/CAT/PT/VCPM/Jan24/1,CAT,49,0,1.05,0
2025-04-01,B0BS74W4Y7,SD/Sleeping Pillow/COMP/PT/ARMOR/VCPM/Jan24/1,COMP/PT,0,0,0,0
2025-04-01,B0BS74W4Y7,SD/Sleeping Pillow/UPS/PT/VCPM/Sep23/1,ups,1,0,0.98,0
2025-04-01,B0BH8FHRNH,SD/Socket/CAT/Feb25/1,CAT,475,0,24.08,0
2025-04-01,B0BH8FHRNH,SD/Socket/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-04-01,B0BH8FHRNH,SD/Socket/RM/AP/CPC/Nov22/1,RM/AP,0,0,0,0
2025-04-01,B0BH8FHRNH,SD/Socket/UPS/Coccyx/VCPM/Jun23/1,ups,0,0,0,0
2025-04-01,B0DNQ8RV95,SD/Sofa Backrest/CAT/Nov24/1,CAT,0,0,0,0
2025-04-01,B0DNQ8RV95,SD/Sofa Backrest/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-04-01,B0DMKDVGB5,SD/Travel Neck/CAT/VCPM/Dec24/1,CAT,0,0,0,0
2025-04-01,B0DMKCT2C5,SD/Travel Neck/CAT/VCPM/Dec24/1,CAT,0,0,0,0
2025-04-01,B0DMKCT2C5,SD/Travel Neck/CAT/VCPM/Jan25/1,CAT,0,0,0,0
2025-04-01,B0DMKCT2C5,SD/Travel Neck/CAT/VCPM/Mar25/1,CAT,0,0,0,0
2025-04-01,B0DW8NKRRM,SD/Travel Wheelchair/Brand/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B0DW8NKRRM,SD/Travel Wheelchair/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DW8NKRRM,SD/Travel Wheelchair/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DW8NKRRM,SD/Travel/Wheelchair/Comp/PT/Feb25/1,Brand - PT,0,0,0,0
2025-04-01,B09YRHLXR8,SD/Wedge Cushion/Brand/PT/VCPM/Feb25/1,brand pt,1195,0,186.76,0
2025-04-01,B0B647S4VZ,SD/Wedge Cushion/Brand/PT/VCPM/Feb25/1,brand pt,0,0,0,0
2025-04-01,B09YRHLXR8,SD/Wedge Cushion/COMP/PT/VCPM/Oct23/1,COMP/PT,220,0,23.18,0
2025-04-01,B09YRHLXR8,SD/Wedge Cushion/COMP/Wakefit/VCPM/Apr23/1,Comp/Wakefit,225,0,16.37,0
2025-04-01,B0B6482GH7,SD/Wedge Cushion/RM/AP/2/VCPM/Apr23/1,pack of 2,0,0,0,0
2025-04-01,B0BSXBJZWG,SD/Wedge Cushion/UPS/Lumbar/VCPM/Apr23/1,UP/VCPM,0,0,0,0
2025-04-01,B0B647S4VZ,SD/Wedge Cushion/UPS/Lumbar/VCPM/Apr23/1,UP/VCPM,0,0,0,0
2025-04-01,B0D3XX9TJZ,SD/Wedge Plus/Brand/PT/VCPM/May24/1,brand pt,0,0,0,0
2025-04-01,B0D3XTXGT4,SD/Wedge Plus/Brand/PT/VCPM/May24/1,brand pt,1,0,0.33,0
2025-04-01,B0D3XTXGT4,SD/Wedge Plus/CAT/PT/VCPM/Jun24/1,CAT,0,0,0,0
2025-04-01,B0DYVDTG72,SD/WedgeLapDeskCombo/Brand/PT/March25/1,Brand - PT,0,0,0,0
2025-04-01,B0DYP9SZR8,SD/WedgeLapDeskCombo/Brand/PT/March25/1,Brand - PT,0,0,0,0
2025-04-01,B0DYPBWKXN,SD/WedgeLapDeskCombo/Brand/PT/March25/1,Brand - PT,0,0,0,0
2025-04-01,B0DYVDTG72,SD/WedgeLapDeskCombo/CAT/March25/1,CAT,99,0,4.24,0
2025-04-01,B0DYP9SZR8,SD/WedgeLapDeskCombo/CAT/March25/1,CAT,141,0,5.47,0
2025-04-01,B0DYP9SZR8,SD/WedgeLapDeskCombo/RM/AP/March25/1,Views Remarketing,101,0,6.15,0
2025-04-01,B0DYVDTG72,SD/WedgeLapDeskCombo/RM/AP/March25/1,Views Remarketing,91,0,7.06,0
2025-04-01,B0DVPGH2Y7,SD/WedgePlusColors/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DVPLZ6ZG,SD/WedgePlusColors/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DVPRJC9Y,SD/WedgePlusColors/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-04-01,B0DVPGH2Y7,SD/WedgePlusColors/Comp/PT/Feb25/1,Comp PT,0,0,0,0
2025-04-01,B0DVPFRR1Q,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DVPL3QVH,SD/WedgePlusColors/RM/AP/Feb25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX73X1M3,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX71ZHZV,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX715SB4,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX7495Z8,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX71RFXM,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX73LGV4,SD/WedgePlusCovers/CAT/Feb25/1,CAT,0,0,0,0
2025-04-01,B0DX73X1M3,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX7495Z8,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX71RFXM,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX715SB4,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX73LGV4,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0DX71ZHZV,SD/WedgePlusCovers/RM/AP/March25/1,Views Remarketing,0,0,0,0
2025-04-01,B0B1QTNJ2H,SD/Wheel Chairs/Foldable/COMP/VCPM/Sept24/1,COMP/PT,0,0,0,0
2025-04-01,B0B1QTNJ2H,SD/Wheel Chairs/Foldable/RM/AP/VCPM/Oct23/1,RM/AP,0,0,0,0
2025-04-01,B07T8BDBHT,SD/Wheel Chairs/MAC/RM/AP/VCPM/Oct23/1,RM/AP,763,0,46.19,0
2025-04-01,B0BXKT3K3L,SDV/Heel Pad/COMP/LP/VCPM/Apr23/1,Video AD,0,0,0,0
2025-04-01,B0BXKX5ZQC,SDV/Heel Pad/COMP/LP/VCPM/Apr23/1,Video AD,1,0,0,0
2025-04-01,B0DMKG9SMZ,SDV/Travel Neck/Brand/PT/VCPM/Jan25/1,brand pt,0,0,0,0
2025-04-01,B0DMKCT2C5,SDV/Travel Neck/Brand/PT/VCPM/Jan25/1,brand pt,0,0,0,0
2025-04-01,B0D1RH1FGP,SP/Tailbone Pillow/COMP/PT/Feb25/1,Comp PT,0,0,0,0
2025-04-01,B0CJ5CWXQ5,SD/Back/COMP/PT/VCPM/Ultimate Pro/Sep23/1,COMP/PT,313,1,17.3,0
2025-04-01,B0DZJ6TF3P,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,966,1,41.15,0
2025-04-01,B0DSLLDPCR,SD/Butterfly Pillow/CAT/VCPM/Jan25/1,CAT,385,1,15.29,0
2025-04-01,B0CR3PBD24,SD/Cervical Neck/COMP/PT/VCPM/Dec23/1,COMP/PT,892,1,57.83,0
2025-04-01,B0BGH4BDYQ,SD/Coccyx/Comp/PT/Fovera/CPC/Nov22/1,Fovera,83,1,15.55,0
2025-04-01,B0BM3D1Z8K,SD/Commode Chair/RM/AP/Nov22/1,RM/AP,487,1,14.52,0
2025-04-01,B0CYWKQGJW,SD/Cozy Pillow/COMP/PT/VCPM/Jul24/1,comp,538,1,36.92,0
2025-04-01,B0BXKT3K3L,SD/Heel Pad/COMP/HP/VCPM/Apr23/1,COMP High Price,232,1,9.51,0
2025-04-01,B0BXKT3K3L,SD/Heel Pad/COMP/LP/VCPM/Apr23/1,COMP Low Price,761,1,34.06,245.76
2025-04-01,B0CG35T6BH,SD/Insole/Max Comfort/COMP/PT/Boldfit/VCPM/Sep23/1,boldfit,70,1,3.74,0
2025-04-01,B0CG35T6BH,SD/Insole/Max Comfort/UPS/PT/VCPM/Aug23/1,ups,145,1,9.8,0
2025-04-01,B0DNZG2W4T,SD/LapDesk Pillow/CAT/PT/VCPM/Jan25/1,CAT,865,1,10.51,0
2025-04-01,B0BSN9Z2TV,SD/Sleeping Pillow 2/Ups/VCPM/Nov23/1,ups,1513,1,162.52,0
2025-04-01,B0D3XX9TJZ,SD/Wedge Plus/CAT/PT/VCPM/Feb25/1,CAT,326,1,9.05,0
2025-04-01,B0DZJ2ZJ7X,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,1367,2,93.07,0
2025-04-01,B0DJ3BPT37,SD/Car Wedge/Brand/PT/Feb25/1,Brand - PT,2034,2,104.68,1355.08
2025-04-01,B0CR3HPYD7,SD/Cervical Neck/COMP/PT/VCPM/Dec23/1,COMP/PT,1585,2,92.25,0
2025-04-01,B0CYV68HV1,SD/Cozy Pillow/COMP/PT/VCPM/Jul24/1,comp,564,2,37.62,0
2025-04-01,B0DJKR4763,SD/Dual Pro/CAT/Feb25/1,CAT,967,2,89.7,0
2025-04-01,B0BXKTHFFK,SD/Heel Pad/CAT/VCPM/May23/1,CAT,1652,2,21.67,0
2025-04-01,B0BXKX5ZQC,SD/Heel Pad/CAT/VCPM/May23/1,CAT,3227,2,43.71,0
2025-04-01,B0C96VW2LP,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,1982,2,19.65,0
2025-04-01,B09RV5JVMM,SD/Insole/Dual Gel/Comp/PT/VCPM/Aug22/1,Comp/PT,3866,2,210.13,0
2025-04-01,B0CG38FXMP,SD/Insole/Max Comfort/COMP/PT/VCPM/Sep23/1,COMP/PT,2719,2,220.67,0
2025-04-01,B0D6Z15DB8,SD/Rigid Arch Support/CAT/VCPM/JuL24/1,CAT,3164,2,39.48,0
2025-04-01,B0DVPRJC9Y,SD/WedgePlusColors/CAT/Feb25/1,CAT,1505,2,89.74,0
2025-04-01,B0DZJ4ZTNZ,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,1936,3,94.21,0
2025-04-01,B0DZJ386V6,SD/BarefootClassic/RM/AP/March25/1,Views Remarketing,1782,3,90.65,0
2025-04-01,B0CBKGQB3R,SD/Coccyx/Ups/VCPM/Ultimate Pro/Sep23/1,ups,2449,3,627.26,0
2025-04-01,B0CJ8VYBQP,SD/Combo/COMP/PT/VCPM/Ultimate Pro/Sep23/1,COMP/PT,1969,3,310.71,0
2025-04-01,B0BM3D1Z8K,SD/Commode Chair/COMP/PT/HP/VCPM/May23/1,ASIN/PT,2453,3,449.86,0
2025-04-01,B0C96X89BB,SD/Insole/Arch Support/COMP/PT/LP/VCPM/Jun23/1,COMP/PT,792,3,41.69,0
2025-04-01,B0C96X89BB,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,2080,3,21.37,0
2025-04-01,B0C96XN5D8,SD/Insole/Arch Support/RM/AP/VCPM/Jul23/1,RM/AP,2614,3,26.32,0
2025-04-01,B09RX3BFGM,SD/Insole/Dual Gel/RM/AP/2/VCPM/Aug23/1,pack of 2,2110,3,33.87,0
2025-04-01,B09RV5JVMM,SD/Insole/UPS/HPMC/VCPM/Apr23/1,Insole X Heel Pad/Max Comfort,3535,3,318.64,665.72
2025-04-01,B0DNZKF8RQ,SD/LapDesk Pillow/CAT/PT/VCPM/Jan25/1,CAT,1167,3,14.22,0
